ID,SalePrice,fecha
0,141592,2007
1,51327,2007
2,48672,2007
3,221238,2007
4,78318,2007
5,61946,2007
6,83185,2007
7,168141,2007
8,153982,2007
9,200884,2007
10,60176,2007
11,185840,2007
12,120796,2007
13,176991,2007
14,55752,2007
15,92035,2007
16,181061,2007
17,198230,2007
18,185840,2007
19,448672,2007
20,167964,2007
21,198230,2007
22,74336,2007
23,61946,2007
24,221238,2007
25,138053,2007
26,39823,2007
27,36283,2007
28,92920,2007
29,134513,2007
30,77876,2007
31,141592,2007
32,98230,2007
33,35398,2007
34,95575,2007
35,147787,2007
36,197345,2007
37,383185,2007
38,462831,2007
39,407079,2007
40,315929,2007
41,289380,2007
42,348672,2007
43,465486,2007
44,393805,2007
45,408849,2007
46,326548,2007
47,348672,2007
48,371681,2007
49,360176,2007
50,360176,2007
51,95132,2007
52,110619,2007
53,232212,2007
54,172566,2007
55,194690,2007
56,36283,2007
57,60176,2007
58,61946,2007
59,81858,2007
60,60176,2007
61,191150,2007
62,162831,2007
63,94690,2007
64,242920,2007
65,307964,2007
66,132743,2007
67,176991,2007
68,323982,2007
69,92035,2007
70,115044,2007
71,137168,2007
72,97345,2007
73,199469,2007
74,82300,2007
75,201769,2007
76,185840,2007
77,174336,2007
78,319469,2007
79,170796,2007
80,72566,2008
81,448672,2008
82,44247,2008
83,51327,2008
84,265486,2008
85,84070,2008
86,212389,2008
87,225663,2008
88,151327,2008
89,91150,2008
90,131415,2008
91,80530,2008
92,86283,2008
93,207964,2008
94,198230,2008
95,194690,2008
96,119292,2008
97,221238,2008
98,150442,2008
99,110619,2008
100,357522,2008
101,337168,2008
102,197345,2008
103,101327,2008
104,243362,2008
105,69026,2008
106,79646,2008
107,295575,2008
108,64601,2008
109,127433,2008
110,66371,2008
111,160637,2008
112,35398,2008
113,176991,2008
114,188495,2008
115,176106,2008
116,176106,2008
117,151769,2008
118,150442,2008
119,63274,2008
120,59734,2008
121,60176,2008
122,327433,2008
123,370796,2008
124,347787,2008
125,462831,2008
126,51327,2008
127,269911,2008
128,256637,2008
129,272566,2008
130,178761,2008
131,194690,2008
132,37787,2008
133,70796,2008
134,84955,2008
135,92035,2008
136,90707,2008
137,194690,2008
138,122389,2008
139,123893,2008
140,341592,2008
141,124778,2008
142,222123,2008
143,169911,2008
144,381663,2008
145,207079,2008
146,170796,2008
147,147787,2008
148,442477,2008
149,150442,2008
150,408849,2008
151,70796,2008
152,57522,2008
153,383185,2008
154,462831,2008
155,371681,2008
156,373451,2008
157,347787,2008
158,383185,2008
159,48672,2008
160,191150,2008
161,272566,2008
162,212389,2008
163,86725,2008
164,247787,2008
165,265486,2008
166,162831,2008
167,84955,2008
168,89380,2008
169,185840,2008
170,38938,2008
171,164601,2008
172,176106,2008
173,66371,2008
174,72123,2008
175,448672,2008
176,307964,2008
177,53097,2008
178,265486,2008
179,265486,2008
180,173451,2008
181,141592,2008
182,65929,2008
183,185840,2008
184,265486,2008
185,181415,2008
186,127433,2008
187,181415,2008
188,144247,2008
189,44247,2008
190,185840,2008
191,291238,2008
192,291238,2008
193,137168,2008
194,332743,2008
195,69911,2008
196,61061,2008
197,326548,2008
198,360176,2008
199,289380,2008
200,307964,2008
201,371681,2008
202,317699,2008
203,315929,2008
204,346017,2008
205,171681,2008
206,268849,2008
207,172566,2008
208,128318,2008
209,283185,2008
210,169911,2008
211,38053,2008
212,221238,2008
213,176991,2008
214,225663,2008
215,92035,2008
216,38584,2008
217,225663,2008
218,333628,2008
219,185840,2008
220,348672,2008
221,362831,2008
222,333628,2008
223,168141,2008
224,141592,2008
225,346017,2008
226,317699,2008
227,348672,2008
228,337168,2008
229,348672,2008
230,340707,2008
231,380530,2008
232,58849,2008
233,61946,2008
234,137168,2008
235,121238,2008
236,141592,2008
237,68141,2008
238,92035,2008
239,230088,2008
240,80530,2008
241,48672,2008
242,38053,2008
243,185840,2008
244,123008,2008
245,132743,2008
246,151327,2008
247,398230,2008
248,190265,2008
249,165929,2008
250,408849,2008
251,307964,2008
252,383185,2008
253,348672,2008
254,278761,2008
255,204424,2008
256,75221,2008
257,84070,2008
258,92035,2008
259,79646,2008
260,252212,2008
261,63716,2008
262,37610,2008
263,90265,2008
264,36283,2008
265,90707,2008
266,128318,2008
267,172566,2008
268,348672,2008
269,362831,2008
270,75221,2008
271,73451,2008
272,180530,2008
273,123008,2008
274,247787,2008
275,90707,2008
276,137168,2008
277,61504,2008
278,215929,2008
279,291415,2008
280,46017,2008
281,112831,2008
282,82743,2008
283,91150,2008
284,137168,2008
285,168141,2008
286,333628,2008
287,348672,2008
288,143362,2008
289,141592,2008
290,346017,2008
291,58407,2008
292,55752,2008
293,127433,2008
294,176991,2008
295,119469,2008
296,60619,2008
297,277256,2008
298,291238,2008
299,286902,2008
300,286902,2008
301,291238,2008
302,277876,2008
303,282566,2008
304,220265,2008
305,291238,2008
306,286902,2008
307,295575,2008
308,273362,2008
309,286902,2008
310,277876,2008
311,282566,2008
312,286902,2008
313,277876,2008
314,295575,2008
315,286902,2008
316,295575,2008
317,295575,2008
318,295575,2008
319,282566,2008
320,277876,2008
321,286902,2008
322,286902,2008
323,291238,2008
324,277876,2008
325,38053,2008
326,115044,2008
327,209734,2008
328,155752,2008
329,176991,2008
330,556637,2008
331,185840,2008
332,47787,2008
333,91150,2008
334,262831,2008
335,84070,2008
336,286902,2008
337,115044,2008
338,123451,2008
339,123893,2008
340,115044,2008
341,75221,2008
342,200884,2008
343,130973,2008
344,74778,2008
345,119469,2008
346,188053,2008
347,53097,2008
348,88495,2008
349,34070,2008
350,95575,2008
351,215929,2008
352,150442,2008
353,408849,2008
354,150442,2008
355,79646,2009
356,84070,2009
357,79646,2009
358,230088,2009
359,32743,2009
360,216371,2009
361,194690,2009
362,162831,2009
363,123893,2009
364,168141,2009
365,167256,2009
366,160176,2009
367,144247,2009
368,70796,2009
369,36814,2009
370,51327,2009
371,163716,2009
372,251769,2009
373,203539,2009
374,135398,2009
375,142920,2009
376,221238,2009
377,35398,2009
378,527433,2009
379,215929,2009
380,115044,2009
381,115044,2009
382,53982,2009
383,58407,2009
384,64601,2009
385,63716,2009
386,203707,2009
387,200522,2009
388,185840,2009
389,150442,2009
390,55752,2009
391,265486,2009
392,161946,2009
393,223893,2009
394,77876,2009
395,53097,2009
396,159292,2009
397,141592,2009
398,209442,2009
399,153097,2009
400,75221,2009
401,115044,2009
402,146017,2009
403,154424,2009
404,110619,2009
405,92035,2009
406,152212,2009
407,123893,2009
408,36283,2009
409,128318,2009
410,168141,2009
411,148672,2009
412,154867,2009
413,243362,2009
414,448672,2009
415,200318,2009
416,209132,2009
417,203646,2009
418,200522,2009
419,262920,2009
420,200522,2009
421,203646,2009
422,203646,2009
423,200522,2009
424,177433,2009
425,88495,2009
426,213274,2009
427,37168,2009
428,67256,2009
429,48672,2009
430,212389,2009
431,84070,2009
432,149557,2009
433,194690,2009
434,161946,2009
435,84070,2009
436,90265,2009
437,128318,2009
438,164601,2009
439,221238,2009
440,203539,2009
441,185840,2009
442,415929,2009
443,141592,2009
444,448672,2009
445,155752,2009
446,152654,2009
447,153097,2009
448,201672,2009
449,203646,2009
450,265442,2009
451,196389,2009
452,207044,2009
453,232743,2009
454,265486,2009
455,274336,2009
456,196460,2009
457,87610,2009
458,221238,2009
459,161061,2009
460,295575,2009
461,150442,2009
462,135398,2009
463,119469,2009
464,121681,2009
465,161061,2009
466,141592,2009
467,362831,2009
468,144247,2009
469,184070,2009
470,203539,2009
471,153982,2009
472,161061,2009
473,149557,2009
474,141592,2009
475,123893,2009
476,159292,2009
477,176991,2009
478,160176,2009
479,201672,2009
480,203646,2009
481,265442,2009
482,198451,2009
483,207044,2009
484,201672,2009
485,203646,2009
486,200522,2009
487,198451,2009
488,203646,2009
489,200318,2009
490,198451,2009
491,198256,2009
492,198256,2009
493,203646,2009
494,200318,2009
495,150442,2009
496,184955,2009
497,137168,2009
498,154867,2009
499,139823,2009
500,57522,2009
501,78318,2009
502,37168,2009
503,79646,2009
504,214159,2009
505,164601,2009
506,135840,2009
507,161504,2009
508,346017,2009
509,208849,2009
510,141592,2009
511,194690,2009
512,362831,2009
513,306194,2009
514,223008,2009
515,283185,2009
516,380530,2009
517,442477,2009
518,199637,2009
519,200522,2009
520,265442,2009
521,175221,2009
522,207044,2009
523,200318,2009
524,203646,2009
525,199637,2009
526,265442,2009
527,203646,2009
528,207044,2009
529,201566,2009
530,262929,2009
531,265442,2009
532,207044,2009
533,198451,2009
534,201566,2009
535,203646,2009
536,196185,2009
537,201566,2009
538,201566,2009
539,262929,2009
540,191938,2009
541,191938,2009
542,193769,2009
543,193769,2009
544,143212,2009
545,190106,2009
546,190106,2009
547,193769,2009
548,190106,2009
549,191938,2009
550,142592,2009
551,193769,2009
552,188265,2009
553,148707,2009
554,149619,2009
555,144115,2009
556,191938,2009
557,147141,2009
558,191938,2009
559,201566,2009
560,207964,2009
561,265442,2009
562,115044,2009
563,55752,2009
564,168141,2009
565,166371,2009
566,137168,2009
567,116814,2009
568,260176,2009
569,165486,2009
570,165486,2009
571,134513,2009
572,146017,2009
573,149557,2009
574,207964,2009
575,141592,2009
576,176991,2009
577,163716,2009
578,163716,2009
579,163716,2009
580,161238,2009
581,153097,2009
582,212389,2009
583,159557,2009
584,209734,2009
585,210619,2009
586,207964,2009
587,210265,2009
588,203646,2009
589,123008,2009
590,173451,2009
591,168141,2009
592,254867,2009
593,168761,2009
594,83628,2009
595,161946,2009
596,83628,2009
597,75221,2009
598,121238,2009
599,65486,2009
600,57522,2009
601,169911,2009
602,160176,2009
603,166371,2009
604,36283,2009
605,192920,2009
606,64159,2009
607,169911,2009
608,75221,2009
609,169026,2009
610,163716,2009
611,172566,2009
612,132743,2009
613,238938,2009
614,209734,2009
615,380530,2009
616,207964,2009
617,318584,2009
618,206194,2009
619,208849,2009
620,208849,2009
621,207522,2009
622,57964,2009
623,234513,2009
624,181415,2009
625,123893,2009
626,199115,2009
627,91150,2009
628,163716,2009
629,147787,2009
630,165486,2009
631,131858,2009
632,91592,2009
633,181415,2009
634,220796,2009
635,106194,2009
636,122123,2009
637,77876,2009
638,83185,2009
639,227433,2009
640,64601,2009
641,128318,2009
642,187610,2009
643,190265,2009
644,128318,2009
645,209734,2009
646,203539,2009
647,428318,2009
648,207964,2009
649,317699,2009
650,347787,2009
651,327433,2009
652,151327,2009
653,39380,2009
654,79646,2009
655,63716,2009
656,176991,2009
657,61946,2009
658,82300,2009
659,131415,2009
660,212389,2009
661,63716,2009
662,168141,2009
663,95575,2009
664,62831,2009
665,66371,2009
666,35840,2009
667,193362,2009
668,164601,2009
669,124778,2009
670,232743,2009
671,215486,2009
672,103539,2009
673,237610,2009
674,242300,2009
675,146902,2009
676,346017,2009
677,398230,2009
678,202654,2009
679,78761,2009
680,92920,2009
681,153097,2009
682,176991,2009
683,164601,2009
684,337168,2009
685,360176,2009
686,326548,2009
687,181858,2009
688,176991,2009
689,197345,2009
690,201327,2009
691,107522,2009
692,173893,2009
693,172566,2009
694,36283,2009
695,96460,2009
696,92920,2009
697,180088,2009
698,333628,2009
699,194690,2009
700,300000,2009
701,76991,2009
702,75221,2009
703,209734,2009
704,207079,2009
705,197345,2009
706,462831,2009
707,476106,2009
708,435398,2009
709,196460,2009
710,79646,2009
711,106194,2009
712,212389,2009
713,170796,2009
714,141592,2009
715,150442,2009
716,216814,2009
717,91592,2009
718,61946,2009
719,128318,2009
720,38053,2009
721,168141,2009
722,173451,2009
723,61946,2009
724,398230,2009
725,176991,2009
726,163716,2009
727,398230,2009
728,318584,2009
729,167256,2010
730,175221,2010
731,66371,2010
732,357522,2010
733,448672,2010
734,53982,2010
735,261946,2010
736,145132,2010
737,55752,2010
738,94690,2010
739,106194,2010
740,137168,2010
741,170353,2010
742,96460,2010
743,159292,2010
744,61061,2010
745,68141,2010
746,127876,2010
747,148230,2010
748,142477,2010
749,86725,2010
750,135398,2010
751,152212,2010
752,129203,2010
753,154690,2010
754,64601,2010
755,176991,2010
756,169026,2010
757,448672,2010
758,393805,2010
759,170796,2010
760,202654,2010
761,115044,2010
762,38053,2010
763,118584,2010
764,123893,2010
765,84955,2010
766,39823,2010
767,175221,2010
768,117699,2010
769,123893,2010
770,233628,2010
771,82300,2010
772,428318,2010
773,185840,2010
774,212389,2010
775,416814,2010
776,194690,2010
777,181415,2010
778,132743,2010
779,114159,2010
780,115486,2010
781,61946,2010
782,106194,2010
783,168141,2010
784,348672,2010
785,371681,2010
786,357522,2010
787,448672,2010
788,347787,2010
789,448672,2010
790,56637,2010
791,141592,2010
792,53097,2010
793,65044,2010
794,110176,2010
795,96460,2010
796,66371,2010
797,38938,2010
798,87610,2010
799,63716,2010
800,109292,2010
801,142920,2010
802,123451,2010
803,106194,2010
804,215044,2010
805,140707,2010
806,110619,2010
807,77876,2010
808,132300,2010
809,174336,2010
810,227433,2010
811,130973,2010
812,163716,2010
813,55309,2010
814,357522,2010
815,448672,2010
816,448672,2010
817,247787,2010
818,38053,2010
819,38938,2010
820,62831,2010
821,215929,2010
822,82035,2010
823,176991,2010
824,38938,2010
825,163716,2010
826,127433,2010
827,110619,2010
828,238938,2010
829,238938,2010
830,146017,2010
831,53097,2010
832,337168,2010
833,360176,2010
834,405309,2010
835,435398,2010
836,56637,2010
837,52477,2010
838,73442,2010
839,75920,2010
840,73053,2010
841,73840,2010
842,100884,2010
843,75088,2010
844,75088,2010
845,75088,2010
846,75504,2010
847,75088,2010
848,75920,2010
849,75920,2010
850,73840,2010
851,75920,2010
852,75920,2010
853,74256,2010
854,73840,2010
855,73840,2010
856,75920,2010
857,75504,2010
858,75920,2010
859,73053,2010
860,75088,2010
861,75504,2010
862,75088,2010
863,75920,2010
864,75920,2010
865,73840,2010
866,75504,2010
867,74256,2010
868,73840,2010
869,75088,2010
870,75088,2010
871,75920,2010
872,73053,2010
873,73840,2010
874,75504,2010
875,75920,2010
876,75920,2010
877,103982,2010
878,75920,2010
879,75920,2010
880,73442,2010
881,75920,2010
882,75920,2010
883,173451,2010
884,74672,2010
885,75920,2010
886,75920,2010
887,75504,2010
888,75920,2010
889,207079,2010
890,75920,2010
891,75088,2010
892,74256,2010
893,75504,2010
894,75920,2010
895,75920,2010
896,75920,2010
897,74256,2010
898,75920,2010
899,75088,2010
900,74256,2010
901,73840,2010
902,75920,2010
903,75920,2010
904,75504,2010
905,75088,2010
906,73840,2010
907,73840,2010
908,75920,2010
909,75504,2010
910,74256,2010
911,75504,2010
912,75920,2010
913,75920,2010
914,75920,2010
915,75088,2010
916,73840,2010
917,75920,2010
918,75920,2010
919,75088,2010
920,75920,2010
921,75504,2010
922,72654,2010
923,73840,2010
924,74256,2010
925,73053,2010
926,73840,2010
927,73840,2010
928,73840,2010
929,75088,2010
930,75504,2010
931,73840,2010
932,75920,2010
933,75920,2010
934,75920,2010
935,141592,2010
936,73840,2010
937,73442,2010
938,75920,2010
939,75920,2010
940,141592,2010
941,74256,2010
942,80530,2010
943,73442,2010
944,97345,2010
945,74256,2010
946,75920,2010
947,75504,2010
948,75920,2010
949,143362,2010
950,146460,2010
951,106194,2010
952,161061,2010
953,398230,2010
954,61946,2010
955,337168,2010
956,107079,2010
957,84955,2010
958,39380,2010
959,130973,2010
960,168141,2010
961,88495,2010
962,106194,2010
963,84955,2010
964,75504,2010
965,73008,2010
966,75920,2010
967,86725,2010
968,37168,2010
969,133628,2010
970,57964,2010
971,194690,2010
972,169911,2010
973,193805,2010
974,104867,2010
975,182300,2010
976,75221,2010
977,190265,2010
978,287610,2010
979,109734,2010
980,176991,2010
981,58849,2010
982,39823,2010
983,125663,2010
984,57964,2010
985,132743,2010
986,170353,2010
987,85398,2010
988,44247,2010
989,132300,2010
990,188495,2010
991,168141,2010
992,178761,2010
993,132743,2010
994,172566,2010
995,53982,2010
996,227876,2010
997,265486,2010
998,190265,2010
999,169911,2010
1000,105309,2010
1001,194690,2010
1002,126548,2010
1003,141592,2010
1004,60000,2010
1005,107964,2010
1006,82300,2010
1007,61946,2010
1008,59292,2010
1009,145575,2010
1010,142035,2010
1011,36548,2010
1012,65929,2010
1013,168141,2010
1014,75920,2010
1015,113274,2010
1016,178761,2010
1017,234513,2010
1018,185840,2010
1019,156637,2010
1020,416814,2010
1021,384955,2010
1022,223008,2010
1023,212389,2010
1024,75221,2010
1025,154867,2010
1026,153982,2010
1027,53097,2010
1028,265486,2010
1029,318584,2010
1030,380530,2010
1031,54867,2010
1032,172566,2010
1033,186725,2010
1034,79646,2010
1035,130088,2010
1036,190265,2010
1037,129203,2010
1038,171681,2010
1039,353982,2010
1040,162831,2010
1041,157522,2010
1042,173451,2010
1043,159292,2010
1044,172123,2010
1045,216814,2010
1046,162831,2010
1047,175221,2010
1048,165486,2010
1049,179646,2010
1050,181415,2010
1051,150442,2010
1052,383185,2010
1053,462831,2010
1054,382300,2010
1055,448672,2010
1056,360176,2010
1057,382300,2010
1058,435398,2010
1059,371681,2010
1060,94690,2010
1061,186725,2010
1062,92035,2010
1063,90265,2010
1064,214159,2010
1065,188053,2010
1066,60176,2010
1067,130973,2010
1068,43185,2010
1069,110619,2010
1070,196460,2010
1071,65486,2010
1072,169026,2010
1073,85840,2010
1074,177876,2010
1075,185840,2010
1076,155584,2010
1077,161946,2010
1078,165929,2010
1079,141592,2010
1080,130973,2010
1081,91592,2010
1082,146017,2010
1083,166814,2010
1084,141592,2010
1085,115044,2010
1086,100884,2010
1087,163716,2010
1088,210619,2010
1089,82300,2010
1090,153539,2010
1091,103097,2010
1092,83628,2010
1093,184070,2010
1094,229203,2010
1095,196460,2010
1096,76548,2010
1097,75221,2010
1098,191150,2010
1099,199115,2010
1100,183185,2010
1101,191150,2010
1102,383185,2010
1103,383185,2010
1104,422123,2010
1105,383185,2010
1106,348672,2010
1107,422123,2010
1108,57522,2010
1109,97345,2010
1110,65929,2010
1111,194690,2010
1112,238053,2010
1113,258407,2010
1114,176991,2010
1115,128318,2010
1116,130973,2010
1117,132743,2010
1118,82300,2010
1119,236283,2010
1120,170796,2010
1121,238938,2010
1122,84070,2010
1123,230088,2010
1124,132300,2010
1125,38495,2010
1126,37610,2010
1127,170796,2010
1128,212389,2010
1129,113716,2010
1130,221238,2010
1131,240707,2010
1132,242477,2010
1133,233628,2010
1134,346017,2010
1135,163716,2010
1136,198849,2010
1137,371681,2010
1138,360176,2010
1139,370796,2010
1140,405309,2010
1141,370796,2010
1142,383185,2010
1143,382300,2010
1144,199115,2010
1145,314159,2010
1146,83185,2010
1147,92920,2010
1148,63893,2010
1149,108407,2010
1150,175221,2010
1151,92920,2010
1152,63716,2010
1153,146460,2010
1154,181415,2010
1155,34513,2010
1156,142035,2010
1157,132743,2010
1158,245575,2010
1159,221238,2010
1160,167256,2010
1161,167699,2010
1162,176991,2010
1163,73840,2010
1164,228318,2010
1165,135398,2010
1166,119469,2010
1167,159292,2010
1168,228318,2010
1169,206194,2010
1170,190265,2010
1171,112389,2010
1172,230088,2010
1173,234513,2010
1174,75221,2011
1175,76106,2011
1176,128318,2011
1177,76991,2011
1178,201769,2011
1179,192920,2011
1180,435398,2011
1181,393805,2011
1182,383185,2011
1183,393805,2011
1184,394690,2011
1185,406194,2011
1186,419469,2011
1187,360176,2011
1188,394690,2011
1189,393805,2011
1190,370796,2011
1191,360176,2011
1192,393805,2011
1193,59911,2011
1194,278761,2011
1195,185840,2011
1196,176991,2011
1197,215929,2011
1198,171681,2011
1199,214601,2011
1200,167256,2011
1201,171681,2011
1202,40088,2011
1203,143805,2011
1204,83185,2011
1205,199115,2011
1206,219469,2011
1207,130088,2011
1208,169026,2011
1209,163716,2011
1210,92920,2011
1211,113274,2011
1212,175221,2011
1213,91150,2011
1214,135398,2011
1215,84070,2011
1216,86725,2011
1217,136283,2011
1218,215929,2011
1219,159292,2011
1220,205752,2011
1221,141592,2011
1222,154867,2011
1223,345132,2011
1224,172566,2011
1225,178761,2011
1226,194690,2011
1227,60176,2011
1228,458407,2011
1229,422123,2011
1230,432743,2011
1231,370796,2011
1232,393805,2011
1233,422123,2011
1234,383185,2011
1235,171681,2011
1236,203539,2011
1237,138495,2011
1238,185840,2011
1239,140707,2011
1240,82300,2011
1241,177876,2011
1242,65486,2011
1243,172566,2011
1244,39823,2011
1245,197345,2011
1246,97345,2011
1247,148230,2011
1248,169026,2011
1249,242477,2011
1250,108849,2011
1251,210619,2011
1252,115044,2011
1253,74778,2011
1254,181415,2011
1255,234513,2011
1256,166371,2011
1257,161061,2011
1258,181415,2011
1259,353982,2011
1260,237168,2011
1261,238053,2011
1262,185398,2011
1263,158407,2011
1264,77433,2011
1265,174778,2011
1266,159292,2011
1267,203539,2011
1268,446017,2011
1269,446017,2011
1270,446017,2011
1271,448672,2011
1272,419469,2011
1273,393805,2011
1274,392920,2011
1275,393805,2011
1276,55752,2011
1277,238938,2011
1278,219469,2011
1279,175221,2011
1280,97345,2011
1281,194690,2011
1282,171681,2011
1283,39823,2011
1284,119469,2011
1285,168141,2011
1286,97345,2011
1287,250442,2011
1288,169292,2011
1289,84513,2011
1290,115929,2011
1291,123008,2011
1292,216371,2011
1293,194690,2011
1294,184070,2011
1295,165486,2011
1296,88495,2011
1297,100000,2011
1298,115044,2011
1299,115044,2011
1300,145132,2011
1301,148672,2011
1302,230088,2011
1303,212389,2011
1304,207079,2011
1305,206194,2011
1306,163716,2011
1307,145132,2011
1308,170353,2011
1309,393805,2011
1310,393805,2011
1311,205309,2011
1312,189380,2011
1313,200000,2011
1314,95575,2011
1315,80088,2011
1316,99115,2011
1317,171681,2011
1318,119469,2011
1319,236283,2011
1320,171238,2011
1321,137168,2011
1322,283185,2011
1323,180088,2011
1324,227433,2011
1325,230088,2011
1326,171681,2011
1327,109734,2011
1328,69469,2011
1329,168141,2011
1330,153097,2011
1331,202654,2011
1332,157522,2011
1333,171681,2011
1334,267256,2011
1335,159292,2011
1336,238938,2011
1337,230088,2011
1338,238938,2011
1339,373893,2011
1340,153097,2011
1341,156637,2011
1342,246017,2011
1343,325663,2011
1344,191150,2011
1345,186725,2011
1346,141592,2011
1347,55752,2011
1348,192035,2011
1349,172566,2011
1350,187610,2011
1351,83185,2011
1352,184070,2011
1353,176991,2011
1354,132743,2011
1355,133628,2011
1356,165486,2011
1357,193805,2011
1358,89380,2011
1359,114159,2011
1360,114159,2011
1361,102212,2011
1362,102212,2011
1363,126548,2011
1364,154867,2011
1365,243362,2011
1366,172566,2011
1367,166371,2011
1368,58849,2011
1369,57522,2011
1370,307079,2011
1371,179646,2011
1372,218584,2011
1373,106194,2011
1374,261061,2011
1375,192035,2011
1376,196460,2011
1377,185840,2011
1378,207079,2011
1379,172566,2011
1380,199115,2011
1381,40265,2011
1382,143362,2011
1383,176991,2011
1384,141592,2011
1385,246902,2011
1386,153097,2011
1387,143362,2011
1388,203539,2011
1389,172566,2011
1390,143362,2011
1391,230088,2011
1392,184070,2011
1393,210619,2011
1394,218584,2011
1395,220353,2011
1396,181415,2011
1397,57964,2011
1398,61681,2011
1399,216814,2011
1400,172566,2011
1401,188495,2011
1402,194690,2011
1403,119469,2011
1404,432743,2011
1405,448672,2011
1406,435398,2011
1407,448672,2011
1408,448672,2011
1409,432743,2011
1410,378761,2011
1411,199115,2011
1412,148672,2011
1413,78761,2011
1414,65486,2011
1415,97345,2011
1416,121681,2011
1417,103097,2011
1418,157522,2011
1419,148672,2011
1420,94690,2011
1421,163716,2011
1422,84955,2011
1423,247787,2011
1424,221238,2011
1425,150442,2011
1426,163716,2011
1427,205309,2011
1428,161946,2011
1429,163716,2011
